legacy_va,legacy_name,legacy_namespace,redux_rva,redux_va,similarity,significance,rank2_rva,rank2_similarity
0x00550af4,Player,Player,0xb1ec0,0x4b1ec0,0.5565,13.56,,
0x00462f0a,ChangeState,SoldierProcess,0x1d7830,0x5d7830,0.5745,13.55,,
0x0049682a,GameObject_InitRange,Global,0xdfa20,0x4dfa20,0.5278,13.55,0x1c5870,0.5090
0x004901cc,DistributedObject_ReadPermState,Global,0xb77a0,0x4b77a0,0.5103,13.54,,
0x00543b1e,GetTextureMemSize,Global,0x3c710,0x43c710,0.9277,13.54,0x3c6c0,0.6601
0x00543ad6,CountFlushes,Global,0x3a660,0x43a660,0.8381,13.52,0x170440,0.8381
0x005ad790,drft_forward,Global,0x303d70,0x703d70,0.7340,13.50,0x330900,0.7292
0x005ad7c0,drft_backward,Global,0x303d70,0x703d70,0.7340,13.50,0x330900,0.7292
0x0045d1ff,Increment_Escort_Count,ScavengerProcess,0x1d7800,0x5d7800,0.6693,13.49,0x1ed1f0,0.5413
0x0047e89f,FindMode,ModeList,0x72370,0x472370,0.5244,13.49,,
0x004bf774,GetColor,GameObject,0x92ce0,0x492ce0,0.6349,13.49,0x42c489,0.6094
0x005308fa,EnoughAmmo,Launcher,0x29ddd0,0x69ddd0,0.5558,13.49,,
0x00452c40,~PathPlan,PathPlan,0xdbc00,0x4dbc00,0.6466,13.45,0xdbce0,0.6090
0x004dd984,Net_CreatePlayer,Global,0x33ad10,0x73ad10,0.7338,13.44,0x33ad40,0.7338
0x00482a78,Building_Delete,Global,0x2ac570,0x6ac570,0.7157,13.42,0x7ed80,0.5487
0x0048af0f,"_Copy_backward_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position_*,std::forward_iterator_tag>",std,0x277900,0x677900,0.5410,13.42,,
0x0048af34,"_Copy_backward_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position_*,std::forward_iterator_tag>",std,0x277900,0x677900,0.5410,13.42,,
0x004a0f0b,"_Copy_backward_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position_*,std::forward_iterator_tag>",std,0x277900,0x677900,0.5410,13.42,,
0x004a0f30,"_Copy_backward_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>,0>_>::_List_position_*,std::forward_iterator_tag>",std,0x277900,0x677900,0.5410,13.42,,
0x004a0f55,"_Copy_backward_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>,0>_>::_List_position_*,std::forward_iterator_tag>",std,0x277900,0x677900,0.5410,13.42,,
0x004bf74f,"_Copy_backward_opt<RadarItem_*,RadarItem_*,std::forward_iterator_tag>",std,0x277900,0x677900,0.5410,13.42,,
0x00517273,"_Copy_backward_opt<GridPoint_*,GridPoint_*,std::forward_iterator_tag>",std,0x277900,0x677900,0.5410,13.42,,
0x00418f84,CameraPathDir,Global,0x107460,0x507460,0.5970,13.41,,
0x0049f5fc,IsSnipable,TurretTank,0x1b53a0,0x5b53a0,0.6604,13.41,0x2b8ef0,0.6542
0x00530925,Deselect,Launcher,0xee890,0x4ee890,0.8109,13.40,0x18760,0.9085
0x004d67bf,CleanControlPath,PathDisplay,0x3c30e0,0x7c30e0,0.8357,13.39,0x198930,0.8357
0x00550b58,Redraw,PlayerList,0x2084c0,0x6084c0,0.8445,13.39,0x2cde40,0.8445
0x00550cb9,ModifyListItem,PlayerList,0x2084c0,0x6084c0,0.8445,13.39,0x2cde40,0.8445
0x0052a048,UnPack,Beam,0x7b660,0x47b660,0.5086,13.38,,
0x00534017,Ordnance,Ordnance,0x2b3520,0x6b3520,0.6020,13.37,0x3a9e0,0.6925
0x0048160c,IsObjectPlaying,Global,0x31bd50,0x71bd50,0.6022,13.36,0x3d3310,0.5436
0x00486797,Deploy,Craft,0xae2b0,0x4ae2b0,0.5569,13.36,0xae330,0.5569
0x004867d2,Packup,Craft,0xae2b0,0x4ae2b0,0.5569,13.36,0xae330,0.5569
0x005c6566,luaK_exp2nextreg,Global,0x43c800,0x83c800,0.7290,13.32,,
0x005c645b,discharge2anyreg,Global,0x4440a0,0x8440a0,0.7344,13.28,0x43c15a,0.7885
0x0051b6d9,Remove_Goal,Scheduler,0x2a8550,0x6a8550,0.6517,13.27,0xca350,0.5900
0x0041a4f8,~LuaMission,LuaMission,0x3cc560,0x7cc560,0.7490,13.26,0x3ccc50,0.7490
0x0047bf35,~BuildingClass,BuildingClass,0x3cc560,0x7cc560,0.7490,13.26,0x3ccc50,0.7490
0x00498d7a,~GameObjectClass,GameObjectClass,0x3cc560,0x7cc560,0.7490,13.26,0x3ccc50,0.7490
0x0052cc96,~ChargeGunClass,ChargeGunClass,0x3cc560,0x7cc560,0.7490,13.26,0x3ccc50,0.7490
0x0045eca9,RemoveObject,Global,0x1cab80,0x5cab80,0.5727,13.25,0x1ce150,0.5939
0x0045eeb8,GetTeamNum,Global,0x1cab80,0x5cab80,0.5727,13.25,0x1ce150,0.5939
0x004975fa,GameObject_GetOBJ76,Global,0x1cab80,0x5cab80,0.5727,13.25,0x1ce150,0.5939
0x004a5332,Load,Person,0x19d0a0,0x59d0a0,0.6938,13.25,0x2aba00,0.5184
0x004acdb9,Load,Recycler,0x1b2eb0,0x5b2eb0,0.6938,13.25,0x1ec3e0,0.6938
0x004b3005,Load,Tug,0x1b2eb0,0x5b2eb0,0.6938,13.25,0x1ec3e0,0.6938
0x004b3036,Save,Tug,0x19d0f0,0x59d0f0,0.6938,13.25,0x1ec470,0.6938
0x005717d4,UpdateOptionBox,OptionBox,0x2a0810,0x6a0810,0.5122,13.24,0x1b53a0,0.5030
0x00468cb5,Init,UnitProcess,0x1fa6a0,0x5fa6a0,0.7290,13.23,,
0x004dda78,Net_ChatCommand,Global,0x33ada0,0x73ada0,0.5409,13.21,0x33ad70,0.5194
0x004e2e0b,GetSignedFromBitfield,Global,0x2251e0,0x6251e0,0.5222,13.21,,
0x00508dbe,AI_Team_Assign_AIP,Global,0x295560,0x695560,0.5387,13.21,,
0x0059f810,vorbis_comment_init,Global,0x377670,0x777670,0.8412,13.21,0x4ea00,0.8412
0x0052a964,EnoughAmmo,BeamGun,0xf1770,0x4f1770,0.5045,13.20,,
0x004cddc3,PostLoad,FireballEffect,0x91700,0x491700,0.5928,13.18,0xd1040,0.5862
0x0040b7a4,GetValues,AOI,0x6f5c0,0x46f5c0,0.5269,13.17,0x6f600,0.5532
0x0051935c,InitCommonGameSystems,Global,0x2a1ac0,0x6a1ac0,0.7910,13.17,0x2a3170,0.5811
0x005c5b3e,getjump,Global,0x43c3e8,0x83c3e8,0.5221,13.17,,
0x00416f08,IsValid,Global,0x1003a0,0x5003a0,0.7067,13.16,0x1003e0,0.7067
0x00416f36,IsAlive,Global,0x1003a0,0x5003a0,0.7067,13.16,0x1003e0,0.7067
0x00416f64,IsAliveAndPilot,Global,0x1003a0,0x5003a0,0.7067,13.16,0x1003e0,0.7067
0x005b6960,lua_load,Global,0x42ca58,0x82ca58,0.6747,13.15,,
0x0053a281,Control,SpecialItem,0x1d9930,0x5d9930,0.5280,13.14,,
0x005c0eb8,addintlen,Global,0x307f0,0x4307f0,0.5731,13.14,0x2be280,0.5998
0x00466fcf,ctrl_steer,Global,0x214520,0x614520,0.5502,13.13,0x1b9d40,0.5432
0x00467037,ctrl_braccel,Global,0x214520,0x614520,0.5502,13.13,0x1b9d40,0.5432
0x004acd5f,Cleanup,Recycler,0x1b2e10,0x5b2e10,0.7486,13.13,0x3d540,0.5804
0x004cff24,Inc,TimeAdjItem,0x421ec0,0x821ec0,0.6699,13.12,0x2240f0,0.7140
0x004e08a0,Net_Delete,Global,0xafe80,0x4afe80,0.8187,13.12,0x34470,0.8187
0x004d5426,PathDisplay,PathDisplay,0x2a2900,0x6a2900,0.6739,13.11,0x1c3220,0.6907
0x004906d6,OpenFromMemory,CWaveFile,0x407150,0x807150,0.7101,13.10,0x46360,0.6037
0x00504354,Device_Graphic_Close,Global,0x37450,0x437450,0.7252,13.10,0x37500,0.6619
0x0044bfa9,AddObject,MultDMMission,0x43d895,0x83d895,0.6233,13.08,0x16c950,0.5267
0x004598ed,RecyclerEnemy,RecyclerEnemy,0x2f7400,0x6f7400,0.7995,13.08,0x1b4de0,0.5554
0x0054bc65,GetMachineDefaults,Global,0x383590,0x783590,0.9146,13.07,,
0x00536b98,ProximityMine,ProximityMine,0x1b0c80,0x5b0c80,0.7243,13.06,0x1e2cf0,0.7243
0x0053c664,Torpedo,Torpedo,0x1b0c80,0x5b0c80,0.7243,13.06,0x1e2cf0,0.7243
0x00457741,InitWait,PersonProcess,0x1a3cb0,0x5a3cb0,0.5307,13.05,,
0x0045eee5,SetPerceivedTeam,Global,0x433fb5,0x833fb5,0.7254,13.05,0x44ef0,0.7601
0x0045f02c,SetTransform,Global,0x433fb5,0x833fb5,0.7254,13.05,0x44ef0,0.7601
0x0045f0ca,SetPosition,Global,0x433fb5,0x833fb5,0.7254,13.05,0x44ef0,0.7601
0x0045f194,SetVelocity,Global,0x433fb5,0x833fb5,0.7254,13.05,0x44ef0,0.7601
0x0045f3e5,SetObjectiveOn,Global,0x433fb5,0x833fb5,0.7254,13.05,0x44ef0,0.7601
0x0045f3fd,SetObjectiveOff,Global,0x433fb5,0x833fb5,0.7254,13.05,0x44ef0,0.7601
0x0045f415,SetObjectiveName,Global,0x433fb5,0x833fb5,0.7254,13.05,0x44ef0,0.7601
0x00460793,SetCurHealth,Global,0x433fb5,0x833fb5,0.7254,13.05,0x44ef0,0.7601
0x004607b1,SetMaxHealth,Global,0x433fb5,0x833fb5,0.7254,13.05,0x44ef0,0.7601
0x00460846,SetMaxAmmo,Global,0x433fb5,0x833fb5,0.7254,13.05,0x44ef0,0.7601
0x00460be6,SetCurAmmo,Global,0x433fb5,0x833fb5,0.7254,13.05,0x44ef0,0.7601
0x00556633,VehicleList,VehicleList,0x111690,0x511690,0.6734,13.04,0x1a7760,0.6734
0x004b971c,test_for_cheat,Global,0x307f0,0x4307f0,0.5297,13.03,,
0x00535ef5,Simulate,PlanarExplosion,0x1a6210,0x5a6210,0.7313,13.03,,
0x0053b3ac,TargetingGun,TargetingGun,0x25ff70,0x65ff70,0.5571,13.02,0x1c1d90,0.5244
0x005523ae,PhoneNumberList,PhoneNumberList,0x2b2f00,0x6b2f00,0.7565,13.02,0x2ac9d0,0.7386
0x0053f80b,Cleanup,WeaponMine,0x2128e0,0x6128e0,0.5659,13.00,0x183a50,0.5052
0x0045d617,ScavengerProcess,ScavengerProcess,0x2a2900,0x6a2900,0.6678,12.99,0x1c3220,0.6844
0x00451470,"~vector<Strip_*,std::allocator<Strip_*>_>","std::vector<Strip_*,std::allocator<Strip_*>_>",0xdbce0,0x4dbce0,0.6458,12.98,0xdbc00,0.6857
0x00452900,"~vector<PathPoint,std::allocator<PathPoint>_>","std::vector<PathPoint,std::allocator<PathPoint>_>",0xdbce0,0x4dbce0,0.6458,12.98,0xdbc00,0.6857
0x0056f585,SetLabelText,ShellButton,0x3c2ff0,0x7c2ff0,0.5658,12.98,0x3c2fa0,0.5658
0x00570307,SetLabelText,TextLabel,0x3c2ff0,0x7c2ff0,0.5658,12.98,0x3c2fa0,0.5658
0x00570561,SetWindowTextA,TextWindow,0x3c2ff0,0x7c2ff0,0.5658,12.98,0x3c2fa0,0.5658
0x0056f3bb,~ShellButton,ShellButton,0x2cd6e0,0x6cd6e0,0.8219,12.97,0x2a7e50,0.5220
0x00470455,InitState,WingmanBlastAttack,0x1b9d40,0x5b9d40,0.5197,12.89,,
0x004ae71f,GetAmmoGauge,Scavenger,0x1c1d60,0x5c1d60,0.7873,12.89,0x6ff80,0.6002
0x0059fba0,vorbis_info_init,Global,0x2122e0,0x6122e0,0.5912,12.89,0x111c50,0.6153
0x004cf582,CleanupJChar,Global,0x2aba00,0x6aba00,0.7628,12.88,0x2ab9e0,0.7628
0x00552e01,PreInternetDpCreate,Global,0x2ab9e0,0x6ab9e0,0.7582,12.88,0x2aba00,0.7582
0x0046753a,TurretBlastAttack,TurretBlastAttack,0x2143d0,0x6143d0,0.6739,12.87,0xf1310,0.6808
0x00470417,WingmanBlastAttack,WingmanBlastAttack,0x2143d0,0x6143d0,0.6739,12.87,0xf1310,0.6808
0x00452620,_Ufill,"std::vector<Strip_*,std::allocator<Strip_*>_>",0x42b81b,0x82b81b,0.5282,12.82,,
0x00531f35,Init,Missile,0x16a3f0,0x56a3f0,0.6022,12.80,,
0x00404bfb,Clamp,Global,0x53d10,0x453d10,0.6084,12.77,,
0x004c8fa9,Clamp<long>,Global,0x53d10,0x453d10,0.6084,12.77,,
0x004d540c,Clamp<int>,Global,0x53d10,0x453d10,0.6084,12.77,,
0x004b246e,remove_animation,Global,0xae2b0,0x4ae2b0,0.5238,12.76,0xae330,0.5238
0x00532d28,Ordnance_GetOwner,Global,0x183d90,0x583d90,0.7523,12.75,0x79f30,0.7523
0x0048b79c,"_Copy_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x0048b7dd,"_Copy_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x0048b89c,"_Copy_backward_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x0048b8da,"_Copy_backward_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x004a158c,"_Copy_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x004a15cd,"_Copy_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>,0>_>::_List_position_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x004a160e,"_Copy_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>,0>_>::_List_position_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x004a168f,"_Copy_backward_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x004a16cd,"_Copy_backward_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>,0>_>::_List_position_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x004a170b,"_Copy_backward_opt<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>,0>_>::_List_position_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x004bff08,"_Copy_backward_opt<RadarItem_*,RadarItem_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x0050aeae,AIBuild_ReservedAreaNew,Global,0x27a800,0x67a800,0.5669,12.74,0x2b3480,0.5044
0x00518516,"_Copy_backward_opt<GridPoint_*,GridPoint_*>",std,0x2adc0,0x42adc0,0.6451,12.74,0xd8e00,0.5794
0x0040d35d,InitGoto,ArtilleryProcess,0x3c38d0,0x7c38d0,0.7457,12.72,0x75a30,0.7457
0x0040d370,InitFollow,ArtilleryProcess,0x3c38d0,0x7c38d0,0.7457,12.72,0x75a30,0.7457
0x0040d383,InitRescue,ArtilleryProcess,0x3c38d0,0x7c38d0,0.7457,12.72,0x75a30,0.7457
0x0040d396,InitRecycle,ArtilleryProcess,0x3c38d0,0x7c38d0,0.7457,12.72,0x75a30,0.7457
0x004673ff,InitGoto,TurretTankProcess,0x3c38d0,0x7c38d0,0.7457,12.72,0x75a30,0.7457
0x00467412,InitFollow,TurretTankProcess,0x3c38d0,0x7c38d0,0.7457,12.72,0x75a30,0.7457
0x00467425,InitRescue,TurretTankProcess,0x3c38d0,0x7c38d0,0.7457,12.72,0x75a30,0.7457
0x00467438,InitRecycle,TurretTankProcess,0x3c38d0,0x7c38d0,0.7457,12.72,0x75a30,0.7457
0x004ed1a2,obj_get_world_position,Global,0x29b480,0x69b480,0.5244,12.72,0x39de0,0.5217
0x004f4887,Graphic_Buffer_Close,Global,0x22c240,0x62c240,0.6134,12.72,,
0x00504fde,FreeViewport,Global,0x22c240,0x62c240,0.6134,12.72,,
0x004860a4,AddHealth,Craft,0xa8800,0x4a8800,0.7187,12.70,,
0x00461e42,ActualCost,ShortPath,0x1d2870,0x5d2870,0.6372,12.69,,
0x005076e5,AI_UnspentCredits,Global,0x28fa60,0x68fa60,0.5413,12.69,,
0x00550e37,GetSelection,FlagList,0x42f7b4,0x82f7b4,0.5067,12.67,,
0x0056dad7,fsm_camera_obj_obj,Global,0x421f00,0x821f00,0.6390,12.65,,
0x0044bf6c,~MultDMMission,MultDMMission,0x20f50,0x420f50,0.5224,12.64,,
0x00524115,Render_Single_Entity,Global,0x22c240,0x62c240,0.5598,12.64,0x9deb0,0.5027
0x00551d3e,Name,MapList,0x17f60,0x417f60,0.5194,12.61,0x1c4050,0.5983
0x004e0d91,FindUnusedTeam,NetPlayer,0x287ce0,0x687ce0,0.5139,12.59,,
0x005280a3,zfsFindRecordInfo,Global,0x427330,0x827330,0.7187,12.58,0x43a0d3,0.5258
0x004e7f17,Cache_Invalidate_Bsp,Global,0x61890,0x461890,0.6596,12.57,0xca350,0.6040
0x005166d1,FindSendPoints,FindSendPoints,0xbc140,0x4bc140,0.7030,12.57,0x2a2900,0.6436
0x005c9000,oggpack_reset,Global,0x4ddc0,0x44ddc0,0.5633,12.56,0x5b9c0,0.5560
0x0054d6a5,Alloc,MemoryPool,0x22c240,0x62c240,0.5770,12.55,0x43c468,0.5218
0x00480798,MessageDone,AudioMessageMgr,0x38080,0x438080,0.5293,12.54,,
0x0047b46b,Toggle_Edit_View,Global,0x21c110,0x61c110,0.6052,12.52,,
0x004bd943,GetWindowScreenCoordinates,Global,0x223e30,0x623e30,0.5770,12.50,,
0x00519764,AISchedule_PostRun,Global,0x367e30,0x767e30,0.7291,12.50,0x88260,0.7031
0x0054d318,Mono_Init,Global,0x27a800,0x67a800,0.6056,12.49,0x2b3480,0.5389
0x0054df0f,ExitFailMenu,Global,0x43eb46,0x83eb46,0.5972,12.48,0x2aa170,0.5558
0x0049fa19,~Minelayer,Minelayer,0x1fb720,0x5fb720,0.5564,12.44,0x75050,0.5854
0x00473b91,ClearCollision,Global,0x2ac9d0,0x6ac9d0,0.6997,12.43,0x366140,0.6313
0x0053b075,~TargetingGun,TargetingGun,0x16940,0x416940,0.6282,12.43,0x90e90,0.5343
0x004ed24b,obj_get_xz_position,Global,0x2ff4a0,0x6ff4a0,0.6775,12.41,0x2d8e00,0.6775
0x0044fe80,"_Construct<PathPoint,PathPoint>",std,0x2b2f70,0x6b2f70,0.5878,12.39,0x40c530,0.5822
0x00450a90,construct,std::allocator<PathPoint>,0x2b2f70,0x6b2f70,0.5878,12.39,0x40c530,0.5822
0x005c3df1,yindex,Global,0x43b767,0x83b767,0.7081,12.39,,
0x005b6b4a,lua_getallocf,Global,0x43d680,0x83d680,0.5887,12.38,,
0x0044f430,Clear,ExpandingArray<NodeNeighbor>,0x4422b0,0x8422b0,0.6373,12.37,0x192490,0.6590
0x004507f0,~ExpandingArray<NodeNeighbor>,ExpandingArray<NodeNeighbor>,0x4422b0,0x8422b0,0.6373,12.37,0x192490,0.6590
0x00555e08,~Player,Player,0x3d3da0,0x7d3da0,0.7549,12.35,0x20fd0,0.7549
0x0047057d,InitState,RocketTankAttack,0x1b9d40,0x5b9d40,0.5034,12.32,,
0x0050830f,AI_EnableTeam,Global,0x28fa90,0x68fa90,0.5013,12.32,,
0x00508355,AI_DisableTeam,Global,0x28fa90,0x68fa90,0.5013,12.32,,
0x0040180d,`scalar_deleting_destructor',std::logic_error,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040310d,`scalar_deleting_destructor',AiMission,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00403b5b,`scalar_deleting_destructor',AiPath,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00403e5a,`scalar_deleting_destructor',AiProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040471b,`scalar_deleting_destructor',AiTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
