legacy_va,legacy_name,legacy_namespace,redux_rva,redux_va,similarity,significance,rank2_rva,rank2_similarity
0x005c028f,max_expand,Global,0x435f9b,0x835f9b,0.8754,52.76,,
0x0049d7b0,UpdateWeaponAim,HoverCraft,0xeb590,0x4eb590,0.5012,52.70,,
0x004a6cef,UpdateWeaponAim,Person,0xeb590,0x4eb590,0.5012,52.70,,
0x0046768d,PostLoad,TurretAttack,0x1ff8a0,0x5ff8a0,0.6194,52.66,,
0x0046a7d9,PostLoad,UnitTask,0x1ff8a0,0x5ff8a0,0.6194,52.66,,
0x00409565,GetClosestSilo,Global,0x62fd0,0x462fd0,0.5683,52.62,,
0x004ec86a,remove_obj_from_tree,Global,0x22d4b0,0x62d4b0,0.7263,52.40,,
0x005b5c9d,lua_xmove,Global,0x42d4cc,0x82d4cc,1.0000,52.38,,
0x005c0910,gmatch_aux,Global,0x435999,0x835999,0.8478,52.37,,
0x0050a0dd,AI_Team_UnRecruit_Neighbors,Global,0x296d10,0x696d10,1.0000,52.23,,
0x004e2dc6,GetUnsignedFromBitfield,Global,0x225160,0x625160,1.0000,52.13,,
0x004836ed,MCremove_from_purge,Global,0x81550,0x481550,0.9330,52.03,,
0x005c472e,subexpr,Global,0x43b5a6,0x83b5a6,0.7100,51.95,,
0x005b790d,luaL_gsub,Global,0x42bd93,0x82bd93,0.9302,51.89,,
0x005bb0e1,luaV_equalval,Global,0x4320e0,0x8320e0,0.7247,51.72,,
0x00419428,PackTable,Global,0x105a10,0x505a10,0.6352,51.63,,
0x00418bd3,BuildAt,Global,0x104ad0,0x504ad0,1.0000,51.61,0x107720,0.7398
0x00410fcf,Matches,DemoMissionClass,0xb1740,0x4b1740,0.6067,51.51,0x5c5e0,0.6679
0x00483e9e,MCReallyNukeItem,Global,0x81880,0x481880,0.6092,51.47,,
0x005b8d2c,luaD_pcall,Global,0x42f1b5,0x82f1b5,1.0000,51.04,,
0x005babfe,callTM,Global,0x431bea,0x831bea,1.0000,51.04,0x431c7a,0.7892
0x005bd783,luaX_init,Global,0x438eb8,0x838eb8,1.0000,50.87,,
0x0051aa85,Prepare_Squads,Scheduler,0x2a6bf0,0x6a6bf0,0.5840,50.71,,
0x00511698,IParse_Assign_To_Variable,Global,0x29a8a0,0x69a8a0,0.6153,50.59,,
0x005ba63b,luaG_errormsg,Global,0x42de88,0x82de88,0.8065,50.47,,
0x0046a3b8,DoRecycle,UnitProcess,0x1fca60,0x5fca60,0.7535,50.46,0x205780,0.5561
0x005ba964,luaT_init,Global,0x4334ee,0x8334ee,0.9784,50.46,,
0x0053bd10,Hit,TeamSwitcher,0x1e18a0,0x5e18a0,0.5675,50.42,0x6dc40,0.5172
0x0042f449,Setup,Misn10Mission,0x134ab0,0x534ab0,0.8760,50.13,0x141a20,0.8349
0x0040afdc,Load,AOI,0x6f840,0x46f840,0.9427,50.09,0x1b4b80,0.5352
0x0040b075,Save,AOI,0x6f940,0x46f940,0.9427,50.09,0x5c2a0,0.7023
0x0048f80b,SetLocal,DistributedObject,0xb8460,0x4b8460,0.6544,50.03,,
0x0051312c,C_Linked_List_Remove_Cell,Global,0x29d440,0x69d440,0.8041,50.02,,
0x005bc4b3,setarrayvector,Global,0x4315d2,0x8315d2,0.9027,50.02,,
0x004b3d7f,PackTempState,TurretCraft,0x1f1b30,0x5f1b30,0.6110,49.99,0xef640,0.5119
0x0048342d,Simulate,Building,0x7fcb0,0x47fcb0,0.5798,49.89,,
0x004e2e35,AddToBitfield,Global,0x225220,0x625220,0.6369,49.78,,
0x004e7978,ComputeFrameToPlay,Global,0x22b4c0,0x62b4c0,0.5309,49.74,,
0x004b3148,GetCommand,Tug,0x1ed0b0,0x5ed0b0,0.6441,49.37,,
0x0042d8cd,Setup,Misn09Mission,0x131730,0x531730,0.9044,49.32,0x164d00,0.9002
0x005c2418,luaopen_package,Global,0x437fd1,0x837fd1,0.9342,49.27,,
0x005bd6ab,luaM_growaux_,Global,0x4387f7,0x8387f7,1.0000,49.20,,
0x00482d9c,RegCollision,Building,0x7edf0,0x47edf0,0.7151,49.06,,
0x0050afb5,AIBuild_ReservedAreaIsAreaReserved,Global,0x290950,0x690950,0.6841,48.96,,
0x00519fd8,AddObjectClass,Global,0x2a2200,0x6a2200,0.6400,48.89,,
0x005c1b69,ll_loadfunc,Global,0x437e92,0x837e92,1.0000,48.88,,
0x005ba526,getfuncname,Global,0x42dbdc,0x82dbdc,0.7153,48.83,,
0x00517b24,Units_SOrderConstruct,Global,0x2a44d0,0x6a44d0,0.5562,48.44,,
0x005b5d86,lua_remove,Global,0x42cf99,0x82cf99,1.0000,48.39,,
0x004174d6,GetTransform,Global,0x101550,0x501550,0.9157,48.27,0x1014a0,0.5486
0x0045b0d4,InitGotoRepair,RecycleTask,0x1b6d20,0x5b6d20,0.6258,48.26,,
0x005b87fc,resume_error,Global,0x42f852,0x82f852,1.0000,48.26,0x42ebda,0.7898
0x0046cf87,UpdateSpecial,UnitTask,0x205560,0x605560,0.5476,48.25,,
0x0040f193,InitState,AttackTask,0x78770,0x478770,0.5933,48.12,0x1f86e0,0.5610
0x0041c004,ObjectiveObjectsNext,Global,0x102760,0x502760,0.9082,48.10,,
0x004dc6db,Chat_DisplayMessage,Global,0x224550,0x624550,0.8038,48.00,,
0x0044c1ff,SetMostRecentKilled,MultDMMission,0x16c690,0x56c690,1.0000,47.95,0x16f320,0.6323
0x00419fbb,VECTOR_3D_Div,Global,0x108040,0x508040,0.5229,47.87,,
0x005c4f51,ifstat,Global,0x43a7a5,0x83a7a5,0.9200,47.85,,
0x005b9b35,luaC_linkupval,Global,0x43012f,0x83012f,0.8707,47.81,,
0x004018d3,Matches,AiMissionClass,0x5c5e0,0x45c5e0,0.8290,47.80,0xb1740,0.5592
0x005b9a69,luaC_fullgc,Global,0x4300aa,0x8300aa,0.9023,47.75,,
0x005c62e8,luaK_dischargevars,Global,0x43c667,0x83c667,0.8263,47.75,,
0x005b76d3,luaL_optlstring,Global,0x42c225,0x82c225,1.0000,47.47,,
0x005b834a,correctstack,Global,0x42eef5,0x82eef5,0.6602,47.23,,
0x005b7086,luaL_addvalue,Global,0x42b87b,0x82b87b,0.9938,47.12,,
0x0046045c,BuildAt,Global,0x1cc9a0,0x5cc9a0,0.5628,47.07,,
0x005c4bf8,forbody,Global,0x43a220,0x83a220,0.7515,47.05,,
0x005bfc73,str_lower,Global,0x434e28,0x834e28,0.9220,47.00,0x434ecf,0.9220
0x005bfd0b,str_upper,Global,0x434e28,0x834e28,0.9220,47.00,0x434ecf,0.9220
0x005b8425,luaD_reallocCI,Global,0x42f536,0x82f536,1.0000,46.89,,
0x0050a66c,AI_Team_Delete,Global,0x295340,0x695340,0.6049,46.62,,
0x00518878,Iterate_BuildNext,Global,0x2a3c70,0x6a3c70,0.6558,46.59,,
0x0053b946,Simulate,LeaderRound,0x1e07b0,0x5e07b0,0.6426,46.50,0x1e16f0,0.5188
0x00528617,get_nonblank_line,Global,0x4276b0,0x8276b0,0.5137,46.44,,
0x004ec6f0,remove_obj,Global,0x22d200,0x62d200,0.8918,46.38,0x2a89e0,0.5347
0x00531bf9,Simulate,Mine,0x111460,0x511460,0.7650,46.19,,
0x005c14b4,tremove,Global,0x4347bd,0x8347bd,1.0000,46.18,,
0x00548f8b,in,Global,0xcf350,0x4cf350,0.6951,46.09,,
0x00537191,Init,QuakeBlast,0x1b17b0,0x5b17b0,0.5198,45.96,,
0x004dd990,Net_CreateMission,Global,0x172c20,0x572c20,0.5602,45.95,,
0x00482a11,Init,Building,0xdb650,0x4db650,0.6951,45.91,,
0x00496c94,Init,GameObject,0xdb650,0x4db650,0.6951,45.91,,
0x004a8b75,Init,PowerUp,0xdb650,0x4db650,0.6951,45.91,,
0x005b6874,lua_pcall,Global,0x42cb8c,0x82cb8c,0.9660,45.87,,
0x00529e75,Hit,AnchorRocket,0x6dc40,0x46dc40,0.5855,45.83,0x1e18a0,0.5334
0x004b4c1f,PackTempState,TurretTank,0x1f61e0,0x5f61e0,0.5491,45.78,,
0x004d7126,DrawEditMenu,PathDisplay,0x19bec0,0x59bec0,0.5513,45.76,,
0x00473452,CreateMovingBBoxe,Global,0x42a90,0x442a90,0.5570,45.50,,
0x004d10c8,Simulate,LightningFeature,0xfa9a0,0x4fa9a0,0.5973,45.49,,
0x005b9b90,currentpc,Global,0x42dad3,0x82dad3,1.0000,45.42,0x42dc5a,0.6404
0x0048ff56,Explode,DistributedObject,0xb9890,0x4b9890,0.7746,45.37,,
0x005c5bb0,patchtestreg,Global,0x43d02b,0x83d02b,0.8996,45.34,,
0x005b872f,callrethooks,Global,0x42ee9e,0x82ee9e,1.0000,45.30,,
0x005b7f64,pushstr,Global,0x42ebda,0x82ebda,1.0000,45.25,0x42f852,0.7898
0x0040bb97,ChangesState,APCProcess,0x715f0,0x4715f0,0.5933,45.16,,
0x00521833,AddTerrainSpecial,Global,0x37d460,0x77d460,0.8081,44.76,,
0x0041a087,VECTOR_3D_Eq,Global,0x108270,0x508270,1.0000,44.71,0x100cd0,0.5091
0x00485d1f,AddSmoke,SmokeEffect,0x910c0,0x4910c0,0.7708,44.59,0xc0930,0.5013
0x0053e68f,Weapon,Weapon,0x211300,0x611300,0.5534,44.47,,
0x004bd201,InitKeyboard,Global,0x34740,0x434740,0.5404,44.41,,
0x00464b33,AddObject,Tran04Mission,0x1e94a0,0x5e94a0,0.9210,44.38,0x147d30,0.6710
0x00527169,find_obj_prjid,Global,0x426b80,0x826b80,1.0000,44.34,,
0x005177a3,IsUnit,Global,0x2a3ad0,0x6a3ad0,0.7704,44.24,,
0x0046613e,PostLoad,TugProcess,0x1ede50,0x5ede50,0.8411,44.11,,
0x005b7a87,stack_init,Global,0x42d86b,0x82d86b,0.8941,44.07,,
0x00548450,in,Global,0xce1c0,0x4ce1c0,0.5815,44.00,,
0x0054822a,out,Global,0xcdb40,0x4cdb40,0.7060,43.84,0x6f940,0.6004
0x0053dfa6,Control,Weapon,0x1b17b0,0x5b17b0,0.5455,43.82,0x1b1e10,0.5262
0x00528e87,fentry_compare1,Global,0x428180,0x828180,0.6515,43.78,0x428260,0.6972
0x0041b80c,StopSound,Global,0xffa90,0x4ffa90,0.8661,43.60,0xff960,0.5164
0x0050bc69,AIBuild_CanUnitBuildHere,Global,0x292150,0x692150,0.8366,43.58,,
0x0047dcbf,SetMode,ModeList,0x6fa60,0x46fa60,0.7797,43.35,,
0x00419618,UnpackUserData,Global,0x105db0,0x505db0,0.5970,43.27,,
0x00485dd6,FindSmokeSource,Craft,0x1aba30,0x5aba30,0.9757,43.20,0xa79a0,0.9757
0x004aa4fb,FindSmokeSource,Producer,0x1aba30,0x5aba30,0.9757,43.20,0xa79a0,0.9757
0x005110a7,IParse_Which_Variable,Global,0x2998c0,0x6998c0,0.6286,43.17,0xb1740,0.5154
0x00481be8,OpenGASObject,Global,0x3b520,0x43b520,0.6267,43.06,,
0x004813b1,CountCopies,Global,0x3c120,0x43c120,0.8793,43.02,0x3c070,0.7603
0x005bd8e4,luaX_newstring,Global,0x438fac,0x838fac,1.0000,42.95,,
0x0053b9d5,Hit,LeaderRound,0x1e08c0,0x5e08c0,0.5719,42.92,0x6dc40,0.5555
0x005b5d4d,lua_settop,Global,0x42d226,0x82d226,1.0000,42.91,,
0x00415d08,Save,Inst03Mission,0x10a7c0,0x50a7c0,0.5590,42.90,,
0x0041ad29,Save,LuaMission,0x10a7c0,0x50a7c0,0.5590,42.90,,
0x0044bf9c,Save,MultDMMission,0x10a7c0,0x50a7c0,0.5590,42.90,,
0x0044d130,Save,MultSTMission,0x10a7c0,0x50a7c0,0.5590,42.90,,
0x0054cb72,Plane_Equation,Global,0x41fc00,0x81fc00,0.7323,42.88,,
0x0054c343,Vector_Transform,Global,0x420180,0x820180,0.6480,42.86,,
0x00490558,GetFreeBuffer,CSound,0x39550,0x439550,0.6350,42.80,,
0x0050a093,AI_Team_UnRecruit_Single_Neighbor,Global,0x296c90,0x696c90,0.9784,42.79,,
0x005bef4b,makemask,Global,0x437783,0x837783,1.0000,42.78,,
0x00407b2c,CalcRange,Global,0x66be0,0x466be0,0.5234,42.75,,
0x0053c774,Load,Torpedo,0x1e4e30,0x5e4e30,0.6250,42.75,,
0x005b9461,iscleared,Global,0x42ffca,0x82ffca,0.9814,42.66,,
0x0045ac3c,DoStateProlog,ScavGotoScrap,0x1b8530,0x5b8530,0.5170,42.51,,
0x004b0e68,GetRtimeClass,RtimeClass,0x1d7230,0x5d7230,0.5228,42.44,,
0x005b9d95,funcinfo,Global,0x42db70,0x82db70,0.9711,42.36,,
0x00445d9c,Setup,Misns7Mission,0x15f5d0,0x55f5d0,0.8405,42.33,0x23b710,0.7025
0x00460ae4,BuildObject,Global,0x1c8080,0x5c8080,0.5742,42.31,,
0x004866c9,BuildPilot,Craft,0xadb00,0x4adb00,0.5098,42.27,,
0x0051ad4c,Init_Precomputation,Scheduler,0x2a70b0,0x6a70b0,0.7674,42.24,0x2a7900,0.5167
0x00458250,InitState,PersonAttack,0x71f40,0x471f40,0.5402,42.20,,
0x00463412,InitState,SoldierAttack,0x71f40,0x471f40,0.5402,42.20,,
0x0041ceb0,ObjectsInRange,Global,0x102490,0x502490,0.5083,42.16,,
0x00525849,GetClsnPlanes,Global,0x425510,0x825510,0.9604,42.13,,
0x005beed3,hookf,Global,0x4376eb,0x8376eb,0.9811,41.97,,
0x005bc817,unbound_search,Global,0x4316d8,0x8316d8,0.6182,41.94,,
0x00510dab,IParse_Find_Char_Type,Global,0x2991d0,0x6991d0,0.8389,41.83,,
0x004014dc,out,AiCmdInfo,0x5c2a0,0x45c2a0,0.9306,41.78,0x6f940,0.7026
0x004b25de,find_texture,Global,0x817a0,0x4817a0,0.5694,41.78,,
0x004051d7,BuildingUnblock,Global,0x697c0,0x4697c0,0.9796,41.76,,
0x005bd2cd,luaZ_openspace,Global,0x42ecad,0x82ecad,0.9848,41.74,,
0x0043adc8,Setup,Misn17Mission,0x14a760,0x54a760,0.9994,41.71,0x1552b0,0.9608
0x0040476d,Get_Next_Object,Range_Search_Results,0x62710,0x462710,0.6641,41.69,,
0x0051658b,UpdateAOI,Global,0x2a1bc0,0x6a1bc0,0.5036,41.69,,
0x0049c347,AddDust,DustEffect,0xc0930,0x4c0930,0.6433,41.66,0x910c0,0.5887
0x005c6953,codearith,Global,0x43be46,0x83be46,0.8174,41.62,,
0x004d4806,DrawPath,PathDisplay,0x195e80,0x595e80,0.5389,41.25,,
0x004e9bd1,ClassCallFirst,Global,0x22bbb0,0x62bbb0,0.7476,41.18,,
0x0040aae2,ProcessBuildings,Global,0x69c70,0x469c70,0.5409,41.15,,
0x00490842,ResetFile,CWaveFile,0x39830,0x439830,0.6835,40.98,,
0x004ec817,add_obj_to_tree,Global,0x22d410,0x62d410,0.9215,40.91,0x22d3b0,0.5940
0x004927f8,"_Median<GameFeature_*_*,GFInitPri>",std,0xd7e70,0x4d7e70,0.8961,40.90,0xd6f10,0.8961
0x00492924,"_Median<GameFeature_*_*,GFPreLoadPri>",std,0xd7e70,0x4d7e70,0.8961,40.90,0xd6f10,0.8961
0x00492a50,"_Median<GameFeature_*_*,GFPostLoadPri>",std,0xd7e70,0x4d7e70,0.8961,40.90,0xd6f10,0.8961
0x00492b7c,"_Median<GameFeature_*_*,GFRenderPri>",std,0xd7e70,0x4d7e70,0.8961,40.90,0xd6f10,0.8961
0x00492ca8,"_Median<GameFeature_*_*,GFPreDestroyPri>",std,0xd7e70,0x4d7e70,0.8961,40.90,0xd6f10,0.8961
0x00492dd4,"_Median<GameFeature_*_*,GFPostRunPri>",std,0xd7e70,0x4d7e70,0.8961,40.90,0xd6f10,0.8961
0x00492f00,"_Median<GameFeature_*_*,GFCleanupPri>",std,0xd7e70,0x4d7e70,0.8961,40.90,0xd6f10,0.8961
0x004e484f,"_Median<ScorePlayer_*_*,king_comp>",std,0xd7e70,0x4d7e70,0.8961,40.90,0xd6f10,0.8961
0x004e498f,"_Median<ScorePlayer_*_*,lives_comp>",std,0xd7e70,0x4d7e70,0.8961,40.90,0xd6f10,0.8961
0x004e4abb,"_Median<ScorePlayer_*_*,comp>",std,0xd7e70,0x4d7e70,0.8961,40.90,0xd6f10,0.8961
0x00534df9,Build,OrdnanceClass,0x186ff0,0x586ff0,0.6051,40.79,,
0x0049133c,CSound,CSound,0x390b0,0x4390b0,0.6133,40.71,,
0x004f48b8,Graphic_Buffer_Set_Pane,Global,0x289fa0,0x689fa0,0.8985,40.71,0x1872e0,0.5352
0x005c7630,_allshl,Global,0x444490,0x844490,1.0000,40.66,0x4445a0,0.5834
0x0041bf78,SelectedObjectsNext,Global,0x102660,0x502660,0.7262,40.65,,
0x00470f75,DoAudioFixedLoc,Global,0x37720,0x437720,0.8229,40.65,0x376c0,0.5305
0x004953ba,AssignColor,GameObject,0xdb800,0x4db800,0.7636,40.60,,
0x005ba6e4,auxgetinfo,Global,0x42d8f0,0x82d8f0,0.5581,40.56,,
0x0049c3e0,Load,HoverCraft,0xe9fa0,0x4e9fa0,0.5889,40.50,,
0x004b6bc6,Load,Walker,0xe9fa0,0x4e9fa0,0.5889,40.50,,
0x00511f64,IParse_Parse_New_Command,Global,0x29bb80,0x69bb80,0.6386,40.49,,
0x0043d56b,Setup,Misn18Mission,0x14a760,0x54a760,0.9928,40.43,0x1552b0,0.9671
0x004c9083,Simulate,DustEffect,0xc0410,0x4c0410,0.5383,40.32,,
0x0050b3a7,AIBuildListGeneratePriorityLevel_NUMBER_TO_HAVE,Global,0x2912b0,0x6912b0,0.6060,40.32,,
0x005c51f2,retstat,Global,0x43b18d,0x83b18d,0.5773,40.31,,
0x0052d029,Simulate,DayWrecker,0xb0460,0x4b0460,0.6092,40.26,,
0x0041cdde,ObjectsInRangeNext,Global,0x102360,0x502360,0.5350,40.18,,
0x005b6c4f,lua_setupvalue,Global,0x42d265,0x82d265,0.7150,40.17,0x42cf37,0.5165
0x005bda2e,check_next,Global,0x4388ea,0x8388ea,0.8414,40.15,,
0x00495192,Init,GameObject,0xdada0,0x4dada0,0.7223,40.14,,
0x00496311,GameObject_Init,Global,0xdada0,0x4dada0,0.7223,40.14,,
0x00528ed0,fentry_compare2,Global,0x428260,0x828260,0.7706,40.14,0x428180,0.6339
0x00405721,BlockedCellInit,Global,0x6aac0,0x46aac0,0.6898,40.09,,
0x004be155,Simulate,BettyVoice,0x7c5f0,0x47c5f0,0.6240,40.08,,
0x005bcef1,luaF_newLclosure,Global,0x42fba1,0x82fba1,0.9183,40.04,,
0x0051a821,Subschedule_Clean_Up,Scheduler,0x2a67b0,0x6a67b0,0.6621,40.03,0x2a6880,0.5152
0x004d7289,DrawMenuBar,PathDisplay,0x195250,0x595250,0.8345,39.93,,
0x005081a4,DR_AI_Init,Global,0x28f7b0,0x68f7b0,0.5710,39.85,,
0x005bd1c1,luaF_getlocalname,Global,0x42fb1b,0x82fb1b,0.7423,39.84,,
0x005c5f27,luaK_setoneret,Global,0x43ce20,0x83ce20,0.8317,39.76,0x43ce76,0.5065
0x005bc888,luaH_getn,Global,0x430e70,0x830e70,0.6539,39.72,,
0x005bc6cf,luaH_getstr,Global,0x430f2e,0x830f2e,0.8683,39.52,,
0x00418b2f,Dropoff,Global,0x1049b0,0x5049b0,1.0000,39.48,0x1045d0,0.6851
0x005b615e,lua_objlen,Global,0x42cb3b,0x82cb3b,0.7569,39.40,0x42d465,0.5252
0x005b6543,lua_getmetatable,Global,0x42c882,0x82c882,0.7975,39.38,0x42c7d3,0.5277
0x0052981e,zixGetFileSize,Global,0x429150,0x829150,0.5390,39.37,,
0x0046a4ee,Load,UnitTask,0xe9fa0,0x4e9fa0,0.5103,39.34,,
0x00508c6c,AI_Team_Initialize_Regions_Of_Control,Global,0x294fc0,0x694fc0,0.5659,39.30,,
0x00477f18,Update_Rotator_Matrix,Global,0x216e80,0x616e80,0.9559,39.27,,
0x005b75f2,luaL_checkudata,Global,0x42bbcf,0x82bbcf,1.0000,39.27,0xff320,0.5022
0x004b30e1,PackTempState,Tug,0x1ed6d0,0x5ed6d0,0.8116,39.14,0x70f40,0.5618
0x00416c94,BuildObject,Global,0xffb70,0x4ffb70,0.6973,39.06,0x104ad0,0.6116
0x005238e2,Submit_Terrain_Mesh,Global,0x380c70,0x780c70,0.7124,39.06,,
0x00440448,Setup,Misns2Mission,0x1552b0,0x5552b0,1.0000,39.05,0x14a760,0.9601
0x005823dc,TextInput_AllowInput,Global,0x423390,0x823390,0.6769,38.97,,
0x005b8996,luaD_throw,Global,0x42f657,0x82f657,1.0000,38.94,,
0x005caa41,`dynamic_initializer_for_'codes'',Global,0x5c00,0x405c00,1.0000,38.91,0x97e0,0.8784
0x00512f0e,IParse_Append_Path,Global,0x29d0f0,0x69d0f0,0.6179,38.87,,
0x0045b03f,InitGotoRecycler,RecycleTask,0x1b6b50,0x5b6b50,0.5510,38.84,,
0x005c125d,foreachi,Global,0x43454c,0x83454c,0.9069,38.79,,
0x0040d306,DoWait,ArtilleryProcess,0x75970,0x475970,0.7194,38.73,0x1f7690,0.6632
0x005bb2f0,Arith,Global,0x431a97,0x831a97,0.5023,38.69,,
0x0046ae9a,GetOrdnanceDamage,Global,0x1fce50,0x5fce50,0.6903,38.68,,
0x004bd422,StoreGameKey,Global,0x34b00,0x434b00,0.5946,38.68,,
0x0053c85a,GetRank,Torpedo,0x1e4fa0,0x5e4fa0,0.6876,38.67,,
0x00480eef,CheckWave,Global,0x3b210,0x43b210,0.5431,38.61,,
0x005baf32,call_orderTM,Global,0x431d67,0x831d67,0.7880,38.59,,
0x005196a6,AISchedule_PostLoad,Global,0x2a31e0,0x6a31e0,0.7135,38.51,,
0x0043ec49,Setup,Misns1Mission,0x1523a0,0x5523a0,0.9990,38.50,0x11d900,0.9305
0x0040acad,AddObject,AiUtilFeature,0x6b100,0x46b100,0.7720,38.44,0x6b1a0,0.7720
0x0040ad0f,DeleteObject,AiUtilFeature,0x6b100,0x46b100,0.7720,38.44,0x6b1a0,0.7720
0x0040edba,CleanState,AttackTask,0x78930,0x478930,0.6778,38.43,,
0x0042bc40,Setup,Misn08Mission,0x12dbf0,0x52dbf0,0.8647,38.31,0x15f5d0,0.7232
0x004836bb,MCadd_to_purge,Global,0x814e0,0x4814e0,0.9023,38.30,,
0x00423795,NoEscorts,Global,0x123260,0x523260,1.0000,38.25,,
0x0040ade6,Extents,Global,0x6eb60,0x46eb60,0.5442,38.22,,
0x00457ab4,DoWait,PersonProcess,0x1a4500,0x5a4500,0.5868,38.19,,
0x00484c7c,StopSpinners,CommTower,0x1ca980,0x5ca980,0.9801,38.17,0x1ca920,0.8906
0x00508a3a,AI_Parts_AddBuildingToTeam,Global,0x294b20,0x694b20,0.6981,38.16,,
0x004ca27b,PushUndoGrid,EditTerrain,0xc73b0,0x4c73b0,0.6931,38.15,,
0x00478ba0,GetMissionID,Global,0x34390,0x434390,1.0000,38.13,,
0x0041465f,DoStateProlog,GoNear,0xe7150,0x4e7150,0.5349,38.08,,
0x0051627f,Random_Rand,Global,0x2a0690,0x6a0690,0.9944,38.05,,
0x0045d222,ChangeState,ScavengerProcess,0x1c4370,0x5c4370,0.5327,38.03,,
0x00484c41,StartSpinners,CommTower,0x1ca920,0x5ca920,0.9800,38.02,0x1ca980,0.8907
0x004733f9,CreateBBoxe,Global,0x429d0,0x4429d0,0.8958,38.01,,
0x005b6612,lua_setfield,Global,0x42d102,0x82d102,1.0000,38.00,0x42c82c,0.8879
0x00481903,NewGASObject,Global,0x3af00,0x43af00,0.5206,37.96,,
0x005c12d6,foreach,Global,0x4345c9,0x8345c9,0.8792,37.92,,
0x004e9b3d,ClassCreate,Global,0x22b940,0x62b940,0.7598,37.87,,
0x005bc1b4,mainposition,Global,0x431196,0x831196,0.6275,37.87,,
0x004d9f78,GetSpriteTextureUV,Global,0x28f0f0,0x68f0f0,0.6464,37.86,,
0x00508bf9,AI_Parts_SubtractUnitFromTeam,Global,0x294c10,0x694c10,0.9881,37.86,0x294ba0,0.7859
0x005bce57,luaS_newudata,Global,0x430a95,0x830a95,0.8435,37.75,,
0x005b9790,markmt,Global,0x430294,0x830294,1.0000,37.70,,
0x0051f3c3,TerrainSaveName,Global,0x3800c0,0x7800c0,0.8519,37.63,,
0x00423300,Setup,Misn05Mission,0x11d900,0x51d900,1.0000,37.45,0x1523a0,0.9316
0x005bd201,luaZ_fill,Global,0x42ec27,0x82ec27,1.0000,37.45,,
0x004d3167,SetObject,OverView,0x188970,0x588970,0.9976,37.32,0x1b7080,0.6538
0x005b6446,lua_getfield,Global,0x42c82c,0x82c82c,1.0000,37.13,0x42d102,0.8879
0x005276d5,ReadBWD2File,Global,0x426780,0x826780,0.7296,37.03,,
0x0048ffb7,RemoteDelete,DistributedObject,0xb9940,0x4b9940,0.5204,36.98,,
0x0044bdce,Matches,MPMissionClass,0x5c5e0,0x45c5e0,0.5351,36.90,,
0x004d46a8,WorldToScreen,PathDisplay,0x1946f0,0x5946f0,1.0000,36.81,,
0x00460970,CameraObject,Global,0x1cd440,0x5cd440,0.7522,36.66,0x1c96a0,0.5219
0x004209fc,Setup,Misn04Mission,0x14a760,0x54a760,0.8697,36.39,0x119310,0.8740
0x004be44e,AddEmitter,SmokeEffect,0x91000,0x491000,0.7282,36.39,,
0x00507277,AI_UnitAppeared,Global,0x28fb10,0x68fb10,0.5968,36.38,,
0x005b62b7,lua_pushstring,Global,0x42cd77,0x82cd77,1.0000,36.36,0x16290,0.5071
0x00458fa7,Load,RecyclerFriend,0x1b4b80,0x5b4b80,0.7438,36.35,0x1b4e50,0.7438
0x004590bc,Load,RecyclerEnemy,0x1b4b80,0x5b4b80,0.7438,36.35,0x1b4e50,0.7438
0x0045f814,Deploy,Global,0x1ccd00,0x5ccd00,1.0000,36.27,0x1ccc90,1.0000
0x00460623,EjectPilot,Global,0x1ccd00,0x5ccd00,1.0000,36.27,0x1ccc90,1.0000
0x00460659,HopOut,Global,0x1ccd00,0x5ccd00,1.0000,36.27,0x1ccc90,1.0000
0x0041c091,SetCommand,Global,0x104230,0x504230,0.5042,36.26,,
0x004ae759,BestDropoff,Global,0x1c2680,0x5c2680,0.5830,36.20,,
0x005c69d2,codecomp,Global,0x43bed9,0x83bed9,1.0000,36.18,,
0x0050b83e,AIBuild_IsAreaLevel,Global,0x291b80,0x691b80,0.6069,36.11,0x291ae0,0.5127
0x00508b6f,AI_Parts_AddUnitToTeam,Global,0x294ba0,0x694ba0,0.9874,36.07,0x294c10,0.7864
0x0054c491,Plane_Transform,Global,0x4202b0,0x8202b0,0.6719,36.07,0x40300,0.7709
0x0054c50c,Transform_Plane,Global,0x4202b0,0x8202b0,0.6719,36.07,0x40300,0.7709
0x00405821,CellTeam,Global,0x6ad30,0x46ad30,0.7578,35.93,0x6acc0,0.6331
0x005b9c2c,lua_getstack,Global,0x42e171,0x82e171,0.5718,35.90,,
0x0055164d,FindVehicle,VehicleList,0x184d0,0x4184d0,0.5197,35.85,0x5c5e0,0.5429
0x004b1789,Reset,CStreamingOggSound,0x16cf0,0x416cf0,0.6077,35.69,,
0x00495468,SetAsUser,GameObject,0xdb930,0x4db930,0.6457,35.64,,
0x005b6b7e,lua_newuserdata,Global,0x42cac6,0x82cac6,1.0000,35.64,0x42ca93,0.6913
0x005ba9da,luaT_gettmbyobj,Global,0x4334a2,0x8334a2,0.8132,35.60,,
0x004c2e17,Load,CockpitTimer,0x9ab50,0x49ab50,0.6238,35.58,0x6f840,0.6247
0x005b64d1,lua_rawgeti,Global,0x42ce9d,0x82ce9d,1.0000,35.43,0x42cdd2,0.5290
0x0051bcad,Squad_Set_Goal,Global,0x2a8980,0x6a8980,0.9620,35.38,0x2a89e0,0.6505
